Team	TeamURL	Conf	ConfURL
San Francisco	http://statsheet.com/mcb/teams/san-francisco	West Coast	http://statsheet.com/mcb/conferences/west-coast
San Jose State	http://statsheet.com/mcb/teams/san-jose-state	Mountain West	http://statsheet.com/mcb/conferences/mountain-west
Santa Clara	http://statsheet.com/mcb/teams/santa-clara	West Coast	http://statsheet.com/mcb/conferences/west-coast
Savannah State	http://statsheet.com/mcb/teams/savannah-state	MEAC	http://statsheet.com/mcb/conferences/meac
Seattle	http://statsheet.com/mcb/teams/seattle	WAC	http://statsheet.com/mcb/conferences/wac
Seton Hall	http://statsheet.com/mcb/teams/seton-hall	Big East	http://statsheet.com/mcb/conferences/big-east
Siena	http://statsheet.com/mcb/teams/siena	MAAC	http://statsheet.com/mcb/conferences/maac
SIU Edwardsville	http://statsheet.com/mcb/teams/siu-edwardsville	Ohio Valley	http://statsheet.com/mcb/conferences/ohio-valley
South Alabama	http://statsheet.com/mcb/teams/south-alabama	Sun Belt	http://statsheet.com/mcb/conferences/sun-belt
South Carolina	http://statsheet.com/mcb/teams/south-carolina	SEC	http://statsheet.com/mcb/conferences/sec
South Carolina State	http://statsheet.com/mcb/teams/south-carolina-state	MEAC	http://statsheet.com/mcb/conferences/meac
South Dakota	http://statsheet.com/mcb/teams/south-dakota	Summit League	http://statsheet.com/mcb/conferences/summit-league
South Dakota State	http://statsheet.com/mcb/teams/south-dakota-state	Summit League	http://statsheet.com/mcb/conferences/summit-league
South Florida	http://statsheet.com/mcb/teams/south-florida	American Athletic	http://statsheet.com/mcb/conferences/american-athletic
Southeast Missouri State	http://statsheet.com/mcb/teams/southeast-missouri-state	Ohio Valley	http://statsheet.com/mcb/conferences/ohio-valley
Southeastern Louisiana	http://statsheet.com/mcb/teams/southeastern-louisiana	Southland	http://statsheet.com/mcb/conferences/southland
Southern Illinois	http://statsheet.com/mcb/teams/southern-illinois	Missouri Valley	http://statsheet.com/mcb/conferences/missouri-valley
Southern Methodist	http://statsheet.com/mcb/teams/southern-methodist	American Athletic	http://statsheet.com/mcb/conferences/american-athletic
Southern Miss	http://statsheet.com/mcb/teams/southern-miss	Conference USA	http://statsheet.com/mcb/conferences/c-usa
Southern University	http://statsheet.com/mcb/teams/southern-university	SWAC	http://statsheet.com/mcb/conferences/swac
Southern Utah	http://statsheet.com/mcb/teams/southern-utah	Big Sky	http://statsheet.com/mcb/conferences/big-sky
St. Bonaventure	http://statsheet.com/mcb/teams/st-bonaventure	A-10	http://statsheet.com/mcb/conferences/a-10
St. Francis (NY)	http://statsheet.com/mcb/teams/st-francis-ny	NEC	http://statsheet.com/mcb/conferences/nec
St. Francis (PA)	http://statsheet.com/mcb/teams/st-francis-pa	NEC	http://statsheet.com/mcb/conferences/nec
St. John's	http://statsheet.com/mcb/teams/st-johns	Big East	http://statsheet.com/mcb/conferences/big-east
St. Joseph's (PA)	http://statsheet.com/mcb/teams/st-josephs-pa	A-10	http://statsheet.com/mcb/conferences/a-10
St. Peter's	http://statsheet.com/mcb/teams/st-peters	MAAC	http://statsheet.com/mcb/conferences/maac
Stanford	http://statsheet.com/mcb/teams/stanford	Pac-12	http://statsheet.com/mcb/conferences/pac-10
Stephen F. Austin	http://statsheet.com/mcb/teams/stephen-f-austin	Southland	http://statsheet.com/mcb/conferences/southland
Stetson	http://statsheet.com/mcb/teams/stetson	Atlantic Sun	http://statsheet.com/mcb/conferences/atlantic-sun
Stony Brook	http://statsheet.com/mcb/teams/stony-brook	America East	http://statsheet.com/mcb/conferences/america-east
Syracuse	http://statsheet.com/mcb/teams/syracuse	ACC	http://statsheet.com/mcb/conferences/acc
TCU	http://statsheet.com/mcb/teams/texas-christian	Big 12	http://statsheet.com/mcb/conferences/big-12
Temple	http://statsheet.com/mcb/teams/temple	American Athletic	http://statsheet.com/mcb/conferences/american-athletic
Tennessee	http://statsheet.com/mcb/teams/tennessee	SEC	http://statsheet.com/mcb/conferences/sec
Tennessee State	http://statsheet.com/mcb/teams/tennessee-state	Ohio Valley	http://statsheet.com/mcb/conferences/ohio-valley
Tennessee Tech	http://statsheet.com/mcb/teams/tennessee-tech	Ohio Valley	http://statsheet.com/mcb/conferences/ohio-valley
Tennessee-Martin	http://statsheet.com/mcb/teams/tennessee-martin	Ohio Valley	http://statsheet.com/mcb/conferences/ohio-valley
Texas	http://statsheet.com/mcb/teams/texas	Big 12	http://statsheet.com/mcb/conferences/big-12
Texas A&M;	http://statsheet.com/mcb/teams/texas-am	SEC	http://statsheet.com/mcb/conferences/sec
Texas A&M-Corpus; Christi	http://statsheet.com/mcb/teams/texas-am-corpus-christi	Southland	http://statsheet.com/mcb/conferences/southland
Texas Southern	http://statsheet.com/mcb/teams/texas-southern	SWAC	http://statsheet.com/mcb/conferences/swac
Texas State	http://statsheet.com/mcb/teams/texas-state	Sun Belt	http://statsheet.com/mcb/conferences/sun-belt
Texas Tech	http://statsheet.com/mcb/teams/texas-tech	Big 12	http://statsheet.com/mcb/conferences/big-12
Texas-Arlington	http://statsheet.com/mcb/teams/texas-arlington	Sun Belt	http://statsheet.com/mcb/conferences/sun-belt
Texas-El Paso	http://statsheet.com/mcb/teams/texas-el-paso	Conference USA	http://statsheet.com/mcb/conferences/c-usa
Texas-Pan American	http://statsheet.com/mcb/teams/texas-pan-american	WAC	http://statsheet.com/mcb/conferences/wac
Texas-San Antonio	http://statsheet.com/mcb/teams/texas-san-antonio	Conference USA	http://statsheet.com/mcb/conferences/c-usa
Toledo	http://statsheet.com/mcb/teams/toledo	MAC	http://statsheet.com/mcb/conferences/mac
Towson	http://statsheet.com/mcb/teams/towson	CAA	http://statsheet.com/mcb/conferences/caa
Troy	http://statsheet.com/mcb/teams/troy	Sun Belt	http://statsheet.com/mcb/conferences/sun-belt
Tulane	http://statsheet.com/mcb/teams/tulane	Conference USA	http://statsheet.com/mcb/conferences/c-usa
Tulsa	http://statsheet.com/mcb/teams/tulsa	Conference USA	http://statsheet.com/mcb/conferences/c-usa
UAB	http://statsheet.com/mcb/teams/uab	Conference USA	http://statsheet.com/mcb/conferences/c-usa
UC Davis	http://statsheet.com/mcb/teams/california-davis	Big West	http://statsheet.com/mcb/conferences/big-west
UC Irvine	http://statsheet.com/mcb/teams/california-irvine	Big West	http://statsheet.com/mcb/conferences/big-west
UC Riverside	http://statsheet.com/mcb/teams/california-riverside	Big West	http://statsheet.com/mcb/conferences/big-west
UC-Santa Barbara	http://statsheet.com/mcb/teams/california-santa-barbara	Big West	http://statsheet.com/mcb/conferences/big-west
UCF	http://statsheet.com/mcb/teams/central-florida	American Athletic	http://statsheet.com/mcb/conferences/american-athletic
UCLA	http://statsheet.com/mcb/teams/ucla	Pac-12	http://statsheet.com/mcb/conferences/pac-10
UIC	http://statsheet.com/mcb/teams/illinois-chicago	Horizon	http://statsheet.com/mcb/conferences/horizon
UMass-Lowell	http://statsheet.com/mcb/teams/umass-lowell	America East	http://statsheet.com/mcb/conferences/america-east
UNLV	http://statsheet.com/mcb/teams/unlv	Mountain West	http://statsheet.com/mcb/conferences/mountain-west
USC	http://statsheet.com/mcb/teams/southern-california	Pac-12	http://statsheet.com/mcb/conferences/pac-10
USC Upstate	http://statsheet.com/mcb/teams/usc-upstate	Atlantic Sun	http://statsheet.com/mcb/conferences/atlantic-sun
Utah	http://statsheet.com/mcb/teams/utah	Pac-12	http://statsheet.com/mcb/conferences/pac-10
Utah State	http://statsheet.com/mcb/teams/utah-state	Mountain West	http://statsheet.com/mcb/conferences/mountain-west
Utah Valley University	http://statsheet.com/mcb/teams/utah-valley-state	WAC	http://statsheet.com/mcb/conferences/wac
Valparaiso	http://statsheet.com/mcb/teams/valparaiso	Horizon	http://statsheet.com/mcb/conferences/horizon
Vanderbilt	http://statsheet.com/mcb/teams/vanderbilt	SEC	http://statsheet.com/mcb/conferences/sec
Vermont	http://statsheet.com/mcb/teams/vermont	America East	http://statsheet.com/mcb/conferences/america-east
Villanova	http://statsheet.com/mcb/teams/villanova	Big East	http://statsheet.com/mcb/conferences/big-east
Virginia	http://statsheet.com/mcb/teams/virginia	ACC	http://statsheet.com/mcb/conferences/acc
Virginia Commonwealth	http://statsheet.com/mcb/teams/virginia-commonwealth	A-10	http://statsheet.com/mcb/conferences/a-10
Virginia Military Institute	http://statsheet.com/mcb/teams/virginia-military-institute	Big South	http://statsheet.com/mcb/conferences/big-south
Virginia Tech	http://statsheet.com/mcb/teams/virginia-tech	ACC	http://statsheet.com/mcb/conferences/acc
Wagner	http://statsheet.com/mcb/teams/wagner	NEC	http://statsheet.com/mcb/conferences/nec
Wake Forest	http://statsheet.com/mcb/teams/wake-forest	ACC	http://statsheet.com/mcb/conferences/acc
Washington	http://statsheet.com/mcb/teams/washington	Pac-12	http://statsheet.com/mcb/conferences/pac-10
Washington State	http://statsheet.com/mcb/teams/washington-state	Pac-12	http://statsheet.com/mcb/conferences/pac-10
Weber State	http://statsheet.com/mcb/teams/weber-state	Big Sky	http://statsheet.com/mcb/conferences/big-sky
West Virginia	http://statsheet.com/mcb/teams/west-virginia	Big 12	http://statsheet.com/mcb/conferences/big-12
Western Carolina	http://statsheet.com/mcb/teams/western-carolina	SoCon	http://statsheet.com/mcb/conferences/socon
Western Illinois	http://statsheet.com/mcb/teams/western-illinois	Summit League	http://statsheet.com/mcb/conferences/summit-league
Western Kentucky	http://statsheet.com/mcb/teams/western-kentucky	Sun Belt	http://statsheet.com/mcb/conferences/sun-belt
Western Michigan	http://statsheet.com/mcb/teams/western-michigan	MAC	http://statsheet.com/mcb/conferences/mac
Wichita State	http://statsheet.com/mcb/teams/wichita-state	Missouri Valley	http://statsheet.com/mcb/conferences/missouri-valley
William & Mary	http://statsheet.com/mcb/teams/william-mary	CAA	http://statsheet.com/mcb/conferences/caa
Winthrop	http://statsheet.com/mcb/teams/winthrop	Big South	http://statsheet.com/mcb/conferences/big-south
Wisconsin	http://statsheet.com/mcb/teams/wisconsin	Big Ten	http://statsheet.com/mcb/conferences/big-ten
Wofford	http://statsheet.com/mcb/teams/wofford	SoCon	http://statsheet.com/mcb/conferences/socon
Wright State	http://statsheet.com/mcb/teams/wright-state	Horizon	http://statsheet.com/mcb/conferences/horizon
Wyoming	http://statsheet.com/mcb/teams/wyoming	Mountain West	http://statsheet.com/mcb/conferences/mountain-west
Xavier	http://statsheet.com/mcb/teams/xavier	Big East	http://statsheet.com/mcb/conferences/big-east
Yale	http://statsheet.com/mcb/teams/yale	Ivy League	http://statsheet.com/mcb/conferences/ivy-league
Youngstown State	http://statsheet.com/mcb/teams/youngstown-state	Horizon	http://statsheet.com/mcb/conferences/horizon
